Date_Incoming_call,Incoming_Call_Time,Month,WeekDay,DataWeekNum
22/07/2017,14:30:00,Jul,Saturday,29
22/07/2017,22:30:00,Jul,Saturday,29
23/07/2017,20:00:00,Jul,Sunday,30
24/07/2017,06:20:00,Jul,Monday,30
24/07/2017,07:59:00,Jul,Monday,30
24/07/2017,09:10:00,Jul,Monday,30
24/07/2017,09:15:00,Jul,Monday,30
24/07/2017,13:25:00,Jul,Monday,30
24/07/2017,19:15:00,Jul,Monday,30
25/07/2017,05:30:00,Jul,Tuesday,30
25/07/2017,09:30:00,Jul,Tuesday,30
26/07/2017,10:00:00,Jul,Wednesday,30
26/07/2017,13:37:00,Jul,Wednesday,30
26/07/2017,17:10:00,Jul,Wednesday,30
27/07/2017,14:55:00,Jul,Thursday,30
29/07/2017,12:25:00,Jul,Saturday,30
31/07/2017,00:25:00,Jul,Monday,31
31/07/2017,09:50:00,Jul,Monday,31
31/07/2017,16:23:00,Jul,Monday,31
01/08/2017,06:25:00,Aug,Tuesday,31
02/08/2017,12:55:00,Aug,Wednesday,31
02/08/2017,23:00:00,Aug,Wednesday,31
04/08/2017,01:30:00,Aug,Friday,31
04/08/2017,21:40:00,Aug,Friday,31
06/08/2017,07:44:00,Aug,Sunday,32
06/08/2017,14:05:00,Aug,Sunday,32
06/08/2017,17:15:00,Aug,Sunday,32
07/08/2017,05:40:00,Aug,Monday,32
07/08/2017,15:05:00,Aug,Monday,32
07/08/2017,15:35:00,Aug,Monday,32
08/08/2017,04:55:00,Aug,Tuesday,32
08/08/2017,06:15:00,Aug,Tuesday,32
08/08/2017,21:11:00,Aug,Tuesday,32
09/08/2017,14:55:00,Aug,Wednesday,32
09/08/2017,15:56:00,Aug,Wednesday,32
10/08/2017,12:15:00,Aug,Thursday,32
11/08/2017,13:25:00,Aug,Friday,32
11/08/2017,15:20:00,Aug,Friday,32
13/08/2017,19:00:00,Aug,Sunday,33
15/08/2017,04:00:00,Aug,Tuesday,33
15/08/2017,05:30:00,Aug,Tuesday,33
15/08/2017,07:35:00,Aug,Tuesday,33
15/08/2017,16:56:00,Aug,Tuesday,33
16/08/2017,02:08:00,Aug,Wednesday,33
16/08/2017,03:58:00,Aug,Wednesday,33
16/08/2017,08:15:00,Aug,Wednesday,33
16/08/2017,15:30:00,Aug,Wednesday,33
17/08/2017,07:50:00,Aug,Thursday,33
17/08/2017,23:40:00,Aug,Thursday,33
18/08/2017,15:12:00,Aug,Friday,33
18/08/2017,21:30:00,Aug,Friday,33
19/08/2017,18:15:00,Aug,Saturday,33
20/08/2017,13:05:00,Aug,Sunday,34
21/08/2017,06:00:00,Aug,Monday,34
21/08/2017,13:50:00,Aug,Monday,34
22/08/2017,08:07:00,Aug,Tuesday,34
22/08/2017,09:00:00,Aug,Tuesday,34
22/08/2017,18:15:00,Aug,Tuesday,34
23/08/2017,07:30:00,Aug,Wednesday,34
23/08/2017,18:00:00,Aug,Wednesday,34
24/08/2017,08:59:00,Aug,Thursday,34
24/08/2017,10:00:00,Aug,Thursday,34
24/08/2017,11:30:00,Aug,Thursday,34
24/08/2017,13:05:00,Aug,Thursday,34
24/08/2017,23:55:00,Aug,Thursday,34
25/08/2017,07:55:00,Aug,Friday,34
25/08/2017,09:00:00,Aug,Friday,34
25/08/2017,09:30:00,Aug,Friday,34
25/08/2017,20:41:00,Aug,Friday,34
26/08/2017,00:16:00,Aug,Saturday,34
26/08/2017,14:53:00,Aug,Saturday,34
28/08/2017,01:25:00,Aug,Monday,35
28/08/2017,08:15:00,Aug,Monday,35
28/08/2017,08:25:00,Aug,Monday,35
29/08/2017,06:30:00,Aug,Tuesday,35
29/08/2017,09:00:00,Aug,Tuesday,35
29/08/2017,18:00:00,Aug,Tuesday,35
30/08/2017,07:08:00,Aug,Wednesday,35
30/08/2017,07:30:00,Aug,Wednesday,35
30/08/2017,09:30:00,Aug,Wednesday,35
31/08/2017,21:30:00,Aug,Thursday,35
01/09/2017,14:30:00,Sep,Friday,35
03/09/2017,11:00:00,Sep,Sunday,36
03/09/2017,17:15:00,Sep,Sunday,36
06/09/2017,08:00:00,Sep,Wednesday,36
06/09/2017,11:00:00,Sep,Wednesday,36
06/09/2017,21:30:00,Sep,Wednesday,36
07/09/2017,04:55:00,Sep,Thursday,36
07/09/2017,15:35:00,Sep,Thursday,36
08/09/2017,00:00:00,Sep,Friday,36
08/09/2017,15:24:00,Sep,Friday,36
08/09/2017,18:18:00,Sep,Friday,36
09/09/2017,16:45:00,Sep,Saturday,36
09/09/2017,17:00:00,Sep,Saturday,36
10/09/2017,18:40:00,Sep,Sunday,37
10/09/2017,19:55:00,Sep,Sunday,37
11/09/2017,08:00:00,Sep,Monday,37
11/09/2017,13:40:00,Sep,Monday,37
11/09/2017,20:25:00,Sep,Monday,37
13/09/2017,07:55:00,Sep,Wednesday,37
13/09/2017,10:00:00,Sep,Wednesday,37
14/09/2017,13:00:00,Sep,Thursday,37
14/09/2017,18:10:00,Sep,Thursday,37
15/09/2017,10:15:00,Sep,Friday,37
15/09/2017,10:20:00,Sep,Friday,37
15/09/2017,18:00:00,Sep,Friday,37
16/09/2017,08:00:00,Sep,Saturday,37
16/09/2017,12:00:00,Sep,Saturday,37
17/09/2017,21:30:00,Sep,Sunday,38
17/09/2017,21:55:00,Sep,Sunday,38
18/09/2017,21:30:00,Sep,Monday,38
18/09/2017,23:45:00,Sep,Monday,38
19/09/2017,18:05:00,Sep,Tuesday,38
19/09/2017,18:23:00,Sep,Tuesday,38
19/09/2017,23:12:00,Sep,Tuesday,38
20/09/2017,12:01:00,Sep,Wednesday,38
21/09/2017,17:45:00,Sep,Thursday,38
25/09/2017,08:55:00,Sep,Monday,39
25/09/2017,09:30:00,Sep,Monday,39
26/09/2017,06:00:00,Sep,Tuesday,39
27/09/2017,03:00:00,Sep,Wednesday,39
27/09/2017,16:15:00,Sep,Wednesday,39
27/09/2017,18:45:00,Sep,Wednesday,39
27/09/2017,19:20:00,Sep,Wednesday,39
28/09/2017,05:20:00,Sep,Thursday,39
30/09/2017,22:00:00,Sep,Saturday,39
30/09/2017,23:10:00,Sep,Saturday,39
01/10/2017,09:15:00,Oct,Sunday,40
01/10/2017,09:20:00,Oct,Sunday,40
01/10/2017,16:35:00,Oct,Sunday,40
02/10/2017,11:00:00,Oct,Monday,40
02/10/2017,12:00:00,Oct,Monday,40
03/10/2017,09:35:00,Oct,Tuesday,40
03/10/2017,21:00:00,Oct,Tuesday,40
03/10/2017,21:30:00,Oct,Tuesday,40
04/10/2017,09:15:00,Oct,Wednesday,40
04/10/2017,12:15:00,Oct,Wednesday,40
05/10/2017,02:11:00,Oct,Thursday,40
05/10/2017,10:25:00,Oct,Thursday,40
06/10/2017,08:00:00,Oct,Friday,40
06/10/2017,16:00:00,Oct,Friday,40
07/10/2017,05:20:00,Oct,Saturday,40
07/10/2017,09:00:00,Oct,Saturday,40
07/10/2017,16:10:00,Oct,Saturday,40
07/10/2017,16:13:00,Oct,Saturday,40
08/10/2017,07:20:00,Oct,Sunday,41
08/10/2017,12:00:00,Oct,Sunday,41
08/10/2017,20:00:00,Oct,Sunday,41
09/10/2017,10:55:00,Oct,Monday,41
09/10/2017,11:45:00,Oct,Monday,41
09/10/2017,15:45:00,Oct,Monday,41
09/10/2017,20:30:00,Oct,Monday,41
10/10/2017,18:35:00,Oct,Tuesday,41
10/10/2017,19:50:00,Oct,Tuesday,41
11/10/2017,14:40:00,Oct,Wednesday,41
12/10/2017,12:20:00,Oct,Thursday,41
12/10/2017,13:15:00,Oct,Thursday,41
13/10/2017,08:30:00,Oct,Friday,41
13/10/2017,15:30:00,Oct,Friday,41
13/10/2017,16:30:00,Oct,Friday,41
13/10/2017,17:50:00,Oct,Friday,41
14/10/2017,17:20:00,Oct,Saturday,41
15/10/2017,01:40:00,Oct,Sunday,42
15/10/2017,15:30:00,Oct,Sunday,42
15/10/2017,23:28:00,Oct,Sunday,42
16/10/2017,03:00:00,Oct,Monday,42
16/10/2017,11:05:00,Oct,Monday,42
17/10/2017,11:00:00,Oct,Tuesday,42
18/10/2017,13:00:00,Oct,Wednesday,42
18/10/2017,15:40:00,Oct,Wednesday,42
18/10/2017,21:30:00,Oct,Wednesday,42
19/10/2017,13:28:00,Oct,Thursday,42
19/10/2017,15:28:00,Oct,Thursday,42
19/10/2017,19:35:00,Oct,Thursday,42
19/10/2017,21:14:00,Oct,Thursday,42
20/10/2017,00:00:00,Oct,Friday,42
20/10/2017,11:25:00,Oct,Friday,42
20/10/2017,16:20:00,Oct,Friday,42
21/10/2017,01:30:00,Oct,Saturday,42
21/10/2017,20:25:00,Oct,Saturday,42
22/10/2017,15:30:00,Oct,Sunday,43
23/10/2017,10:30:00,Oct,Monday,43
24/10/2017,06:20:00,Oct,Tuesday,43
24/10/2017,13:25:00,Oct,Tuesday,43
24/10/2017,13:35:00,Oct,Tuesday,43
24/10/2017,14:25:00,Oct,Tuesday,43
25/10/2017,22:57:00,Oct,Wednesday,43
25/10/2017,23:25:00,Oct,Wednesday,43
26/10/2017,08:27:00,Oct,Thursday,43
26/10/2017,10:25:00,Oct,Thursday,43
26/10/2017,13:45:00,Oct,Thursday,43
26/10/2017,19:45:00,Oct,Thursday,43
27/10/2017,17:25:00,Oct,Friday,43
27/10/2017,22:04:00,Oct,Friday,43
28/10/2017,09:22:00,Oct,Saturday,43
28/10/2017,15:00:00,Oct,Saturday,43
28/10/2017,20:15:00,Oct,Saturday,43
29/10/2017,20:25:00,Oct,Sunday,44
30/10/2017,07:30:00,Oct,Monday,44
30/10/2017,18:55:00,Oct,Monday,44
31/10/2017,14:30:00,Oct,Tuesday,44
31/10/2017,15:00:00,Oct,Tuesday,44
31/10/2017,15:30:00,Oct,Tuesday,44
31/10/2017,22:30:00,Oct,Tuesday,44
01/11/2017,05:00:00,Nov,Wednesday,44
01/11/2017,08:30:00,Nov,Wednesday,44
01/11/2017,16:30:00,Nov,Wednesday,44
01/11/2017,21:15:00,Nov,Wednesday,44
02/11/2017,11:18:00,Nov,Thursday,44
02/11/2017,12:30:00,Nov,Thursday,44
02/11/2017,13:45:00,Nov,Thursday,44
02/11/2017,17:00:00,Nov,Thursday,44
02/11/2017,19:15:00,Nov,Thursday,44
03/11/2017,06:30:00,Nov,Friday,44
03/11/2017,12:00:00,Nov,Friday,44
03/11/2017,19:30:00,Nov,Friday,44
04/11/2017,21:30:00,Nov,Saturday,44
04/11/2017,23:40:00,Nov,Saturday,44
05/11/2017,11:00:00,Nov,Sunday,45
06/11/2017,05:30:00,Nov,Monday,45
06/11/2017,10:12:00,Nov,Monday,45
06/11/2017,11:25:00,Nov,Monday,45
06/11/2017,19:10:00,Nov,Monday,45
07/11/2017,17:10:00,Nov,Tuesday,45
07/11/2017,18:05:00,Nov,Tuesday,45
08/11/2017,09:00:00,Nov,Wednesday,45
08/11/2017,09:55:00,Nov,Wednesday,45
08/11/2017,14:00:00,Nov,Wednesday,45
08/11/2017,15:55:00,Nov,Wednesday,45
08/11/2017,17:30:00,Nov,Wednesday,45
08/11/2017,19:10:00,Nov,Wednesday,45
08/11/2017,21:30:00,Nov,Wednesday,45
09/11/2017,06:55:00,Nov,Thursday,45
09/11/2017,11:30:00,Nov,Thursday,45
09/11/2017,21:50:00,Nov,Thursday,45
10/11/2017,00:40:00,Nov,Friday,45
10/11/2017,05:30:00,Nov,Friday,45
10/11/2017,14:55:00,Nov,Friday,45
10/11/2017,19:40:00,Nov,Friday,45
10/11/2017,20:58:00,Nov,Friday,45
11/11/2017,00:00:00,Nov,Saturday,45
11/11/2017,16:40:00,Nov,Saturday,45
11/11/2017,23:55:00,Nov,Saturday,45
12/11/2017,09:00:00,Nov,Sunday,46
15/11/2017,09:05:00,Nov,Wednesday,46
15/11/2017,14:00:00,Nov,Wednesday,46
16/11/2017,16:40:00,Nov,Thursday,46
17/11/2017,05:05:00,Nov,Friday,46
17/11/2017,07:55:00,Nov,Friday,46
17/11/2017,20:10:00,Nov,Friday,46
18/11/2017,17:25:00,Nov,Saturday,46
19/11/2017,10:00:00,Nov,Sunday,47
19/11/2017,16:00:00,Nov,Sunday,47
19/11/2017,20:35:00,Nov,Sunday,47
20/11/2017,10:24:00,Nov,Monday,47
22/11/2017,18:00:00,Nov,Wednesday,47
23/11/2017,07:00:00,Nov,Thursday,47
23/11/2017,21:00:00,Nov,Thursday,47
24/11/2017,05:00:00,Nov,Friday,47
24/11/2017,16:45:00,Nov,Friday,47
25/11/2017,20:45:00,Nov,Saturday,47
27/11/2017,11:10:00,Nov,Monday,48
27/11/2017,11:55:00,Nov,Monday,48
28/11/2017,12:00:00,Nov,Tuesday,48
28/11/2017,13:45:00,Nov,Tuesday,48
28/11/2017,19:10:00,Nov,Tuesday,48
28/11/2017,19:20:00,Nov,Tuesday,48
29/11/2017,14:55:00,Nov,Wednesday,48
29/11/2017,15:15:00,Nov,Wednesday,48
29/11/2017,22:55:00,Nov,Wednesday,48
30/11/2017,20:05:00,Nov,Thursday,48
01/12/2017,10:18:00,Dec,Friday,48
01/12/2017,16:49:00,Dec,Friday,48
01/12/2017,19:55:00,Dec,Friday,48
02/12/2017,10:04:00,Dec,Saturday,48
03/12/2017,00:25:00,Dec,Sunday,49
03/12/2017,01:55:00,Dec,Sunday,49
03/12/2017,10:45:00,Dec,Sunday,49
03/12/2017,21:45:00,Dec,Sunday,49
04/12/2017,04:45:00,Dec,Monday,49
04/12/2017,10:50:00,Dec,Monday,49
04/12/2017,13:00:00,Dec,Monday,49
04/12/2017,15:30:00,Dec,Monday,49
04/12/2017,17:10:00,Dec,Monday,49
04/12/2017,17:15:00,Dec,Monday,49
06/12/2017,07:40:00,Dec,Wednesday,49
06/12/2017,07:40:00,Dec,Wednesday,49
06/12/2017,12:50:00,Dec,Wednesday,49
06/12/2017,15:45:00,Dec,Wednesday,49
06/12/2017,23:55:00,Dec,Wednesday,49
07/12/2017,07:00:00,Dec,Thursday,49
07/12/2017,09:30:00,Dec,Thursday,49
07/12/2017,12:15:00,Dec,Thursday,49
08/12/2017,09:30:00,Dec,Friday,49
08/12/2017,11:00:00,Dec,Friday,49
08/12/2017,17:55:00,Dec,Friday,49
08/12/2017,20:05:00,Dec,Friday,49
10/12/2017,05:10:00,Dec,Sunday,50
11/12/2017,08:00:00,Dec,Monday,50
11/12/2017,09:45:00,Dec,Monday,50
11/12/2017,09:55:00,Dec,Monday,50
11/12/2017,16:30:00,Dec,Monday,50
12/12/2017,10:00:00,Dec,Tuesday,50
12/12/2017,10:40:00,Dec,Tuesday,50
13/12/2017,01:00:00,Dec,Wednesday,50
13/12/2017,08:00:00,Dec,Wednesday,50
13/12/2017,12:25:00,Dec,Wednesday,50
13/12/2017,15:50:00,Dec,Wednesday,50
14/12/2017,08:20:00,Dec,Thursday,50
14/12/2017,09:25:00,Dec,Thursday,50
14/12/2017,10:30:00,Dec,Thursday,50
14/12/2017,12:08:00,Dec,Thursday,50
14/12/2017,16:00:00,Dec,Thursday,50
15/12/2017,13:20:00,Dec,Friday,50
16/12/2017,10:30:00,Dec,Saturday,50
17/12/2017,06:45:00,Dec,Sunday,51
18/12/2017,07:05:00,Dec,Monday,51
18/12/2017,08:00:00,Dec,Monday,51
18/12/2017,10:56:00,Dec,Monday,51
18/12/2017,13:40:00,Dec,Monday,51
18/12/2017,14:50:00,Dec,Monday,51
18/12/2017,17:55:00,Dec,Monday,51
19/12/2017,19:30:00,Dec,Tuesday,51
20/12/2017,01:25:00,Dec,Wednesday,51
20/12/2017,10:55:00,Dec,Wednesday,51
20/12/2017,12:57:00,Dec,Wednesday,51
21/12/2017,02:00:00,Dec,Thursday,51
21/12/2017,07:10:00,Dec,Thursday,51
21/12/2017,18:00:00,Dec,Thursday,51
21/12/2017,23:30:00,Dec,Thursday,51
22/12/2017,16:00:00,Dec,Friday,51
22/12/2017,17:00:00,Dec,Friday,51
22/12/2017,20:27:00,Dec,Friday,51
23/12/2017,02:25:00,Dec,Saturday,51
23/12/2017,09:00:00,Dec,Saturday,51
23/12/2017,10:55:00,Dec,Saturday,51
23/12/2017,13:15:00,Dec,Saturday,51
23/12/2017,14:05:00,Dec,Saturday,51
23/12/2017,16:30:00,Dec,Saturday,51
23/12/2017,19:55:00,Dec,Saturday,51
23/12/2017,20:00:00,Dec,Saturday,51
24/12/2017,06:00:00,Dec,Sunday,51
24/12/2017,16:08:00,Dec,Sunday,52
25/12/2017,11:25:00,Dec,Monday,52
26/12/2017,03:55:00,Dec,Tuesday,52
26/12/2017,12:00:00,Dec,Tuesday,52
27/12/2017,16:55:00,Dec,Wednesday,52
27/12/2017,19:05:00,Dec,Wednesday,52
27/12/2017,23:20:00,Dec,Wednesday,52
28/12/2017,06:00:00,Dec,Thursday,52
28/12/2017,14:00:00,Dec,Thursday,52
28/12/2017,17:55:00,Dec,Thursday,52
29/12/2017,06:35:00,Dec,Friday,52
29/12/2017,07:55:00,Dec,Friday,52
29/12/2017,10:55:00,Dec,Friday,52
29/12/2017,11:40:00,Dec,Friday,52
29/12/2017,14:15:00,Dec,Friday,52
29/12/2017,15:25:00,Dec,Friday,52
30/12/2017,18:00:00,Dec,Saturday,52
30/12/2017,21:50:00,Dec,Saturday,52
31/12/2017,18:00:00,Dec,Sunday,53
31/12/2017,21:30:00,Dec,Sunday,53
01/01/2018,09:26:00,Jan,Monday,53
01/01/2018,13:28:00,Jan,Monday,53
02/01/2018,08:40:00,Jan,Tuesday,53
02/01/2018,09:55:00,Jan,Tuesday,53
02/01/2018,11:28:00,Jan,Tuesday,53
02/01/2018,19:58:00,Jan,Tuesday,53
04/01/2018,03:30:00,Jan,Thursday,53
04/01/2018,16:30:00,Jan,Thursday,53
04/01/2018,19:30:00,Jan,Thursday,53
04/01/2018,21:30:00,Jan,Thursday,53
05/01/2018,11:50:00,Jan,Friday,53
05/01/2018,14:00:00,Jan,Friday,53
05/01/2018,21:18:00,Jan,Friday,53
06/01/2018,11:00:00,Jan,Saturday,53
06/01/2018,13:20:00,Jan,Saturday,53
06/01/2018,19:05:00,Jan,Saturday,53
08/01/2018,07:15:00,Jan,Monday,54
08/01/2018,11:00:00,Jan,Monday,54
08/01/2018,12:30:00,Jan,Monday,54
08/01/2018,13:10:00,Jan,Monday,54
08/01/2018,22:30:00,Jan,Monday,54
09/01/2018,03:27:00,Jan,Tuesday,54
09/01/2018,09:25:00,Jan,Tuesday,54
09/01/2018,14:35:00,Jan,Tuesday,54
10/01/2018,11:05:00,Jan,Wednesday,54
10/01/2018,14:55:00,Jan,Wednesday,54
11/01/2018,13:30:00,Jan,Thursday,54
11/01/2018,17:25:00,Jan,Thursday,54
12/01/2018,06:30:00,Jan,Friday,54
12/01/2018,10:00:00,Jan,Friday,54
12/01/2018,13:30:00,Jan,Friday,54
12/01/2018,20:00:00,Jan,Friday,54
13/01/2018,07:20:00,Jan,Saturday,54
13/01/2018,10:30:00,Jan,Saturday,54
13/01/2018,14:00:00,Jan,Saturday,54
13/01/2018,15:45:00,Jan,Saturday,54
14/01/2018,06:55:00,Jan,Sunday,55
14/01/2018,10:30:00,Jan,Sunday,55
14/01/2018,12:25:00,Jan,Sunday,55
14/01/2018,13:30:00,Jan,Sunday,55
15/01/2018,09:25:00,Jan,Monday,55
15/01/2018,12:13:00,Jan,Monday,55
15/01/2018,23:30:00,Jan,Monday,55
16/01/2018,07:30:00,Jan,Tuesday,55
16/01/2018,18:55:00,Jan,Tuesday,55
17/01/2018,07:00:00,Jan,Wednesday,55
17/01/2018,07:25:00,Jan,Wednesday,55
17/01/2018,10:20:00,Jan,Wednesday,55
18/01/2018,08:30:00,Jan,Thursday,55
18/01/2018,12:40:00,Jan,Thursday,55
18/01/2018,13:42:00,Jan,Thursday,55
18/01/2018,19:55:00,Jan,Thursday,55
19/01/2018,09:00:00,Jan,Friday,55
20/01/2018,11:00:00,Jan,Saturday,55
20/01/2018,14:00:00,Jan,Saturday,55
20/01/2018,23:25:00,Jan,Saturday,55
22/01/2018,16:04:00,Jan,Monday,56
22/01/2018,19:21:00,Jan,Monday,56
23/01/2018,15:30:00,Jan,Tuesday,56
23/01/2018,19:17:00,Jan,Tuesday,56
23/01/2018,22:50:00,Jan,Tuesday,56
23/01/2018,22:55:00,Jan,Tuesday,56
24/01/2018,10:45:00,Jan,Wednesday,56
25/01/2018,08:39:00,Jan,Thursday,56
25/01/2018,14:00:00,Jan,Thursday,56
25/01/2018,14:24:00,Jan,Thursday,56
25/01/2018,15:14:00,Jan,Thursday,56
25/01/2018,19:34:00,Jan,Thursday,56
25/01/2018,23:29:00,Jan,Thursday,56
26/01/2018,04:25:00,Jan,Friday,56
26/01/2018,16:33:00,Jan,Friday,56
29/01/2018,08:00:00,Jan,Monday,57
29/01/2018,10:00:00,Jan,Monday,57
29/01/2018,10:03:00,Jan,Monday,57
30/01/2018,12:00:00,Jan,Tuesday,57
30/01/2018,13:28:00,Jan,Tuesday,57
30/01/2018,14:10:00,Jan,Tuesday,57
31/01/2018,06:55:00,Jan,Wednesday,57
31/01/2018,09:30:00,Jan,Wednesday,57
01/02/2018,05:30:00,Feb,Thursday,57
01/02/2018,07:30:00,Feb,Thursday,57
01/02/2018,18:55:00,Feb,Thursday,57
02/02/2018,05:30:00,Feb,Friday,57
02/02/2018,10:50:00,Feb,Friday,57
02/02/2018,16:55:00,Feb,Friday,57
02/02/2018,19:50:00,Feb,Friday,57
03/02/2018,10:04:00,Feb,Saturday,57
03/02/2018,13:55:00,Feb,Saturday,57
04/02/2018,12:24:00,Feb,Sunday,58
04/02/2018,19:59:00,Feb,Sunday,58
05/02/2018,09:10:00,Feb,Monday,58
06/02/2018,11:29:00,Feb,Tuesday,58
07/02/2018,07:00:00,Feb,Wednesday,58
07/02/2018,09:55:00,Feb,Wednesday,58
07/02/2018,10:20:00,Feb,Wednesday,58
07/02/2018,12:55:00,Feb,Wednesday,58
07/02/2018,23:05:00,Feb,Wednesday,58
08/02/2018,04:30:00,Feb,Thursday,58
08/02/2018,12:50:00,Feb,Thursday,58
08/02/2018,15:30:00,Feb,Thursday,58
10/02/2018,14:50:00,Feb,Saturday,58
12/02/2018,05:10:00,Feb,Monday,59
12/02/2018,17:00:00,Feb,Monday,59
13/02/2018,13:25:00,Feb,Tuesday,59
13/02/2018,21:00:00,Feb,Tuesday,59
14/02/2018,05:30:00,Feb,Wednesday,59
15/02/2018,07:30:00,Feb,Thursday,59
15/02/2018,08:40:00,Feb,Thursday,59
15/02/2018,13:52:00,Feb,Thursday,59
15/02/2018,16:35:00,Feb,Thursday,59
16/02/2018,08:25:00,Feb,Friday,59
16/02/2018,09:00:00,Feb,Friday,59
16/02/2018,13:55:00,Feb,Friday,59
18/02/2018,08:10:00,Feb,Sunday,60
18/02/2018,16:23:00,Feb,Sunday,60
18/02/2018,22:00:00,Feb,Sunday,60
19/02/2018,04:45:00,Feb,Monday,60
19/02/2018,07:11:00,Feb,Monday,60
20/02/2018,14:25:00,Feb,Tuesday,60
20/02/2018,15:15:00,Feb,Tuesday,60
21/02/2018,12:28:00,Feb,Wednesday,60
21/02/2018,13:25:00,Feb,Wednesday,60
21/02/2018,23:10:00,Feb,Wednesday,60
22/02/2018,05:00:00,Feb,Thursday,60
22/02/2018,05:00:00,Feb,Thursday,60
22/02/2018,05:30:00,Feb,Thursday,60
22/02/2018,08:00:00,Feb,Thursday,60
23/02/2018,07:28:00,Feb,Friday,60
23/02/2018,12:43:00,Feb,Friday,60
23/02/2018,14:00:00,Feb,Friday,60
24/02/2018,00:24:00,Feb,Saturday,60
24/02/2018,10:37:00,Feb,Saturday,60
26/02/2018,04:00:00,Feb,Monday,61
26/02/2018,08:50:00,Feb,Monday,61
28/02/2018,10:55:00,Feb,Wednesday,61
28/02/2018,12:00:00,Feb,Wednesday,61
28/02/2018,17:19:00,Feb,Wednesday,61
02/03/2018,06:55:00,Mar,Friday,61
02/03/2018,10:49:00,Mar,Friday,61
02/03/2018,11:49:00,Mar,Friday,61
02/03/2018,12:29:00,Mar,Friday,61
02/03/2018,15:00:00,Mar,Friday,61
03/03/2018,23:20:00,Mar,Saturday,61
04/03/2018,09:00:00,Mar,Sunday,62
04/03/2018,11:25:00,Mar,Sunday,62
05/03/2018,11:05:00,Mar,Monday,62
05/03/2018,22:30:00,Mar,Monday,62
06/03/2018,13:00:00,Mar,Tuesday,62
06/03/2018,16:45:00,Mar,Tuesday,62
07/03/2018,03:55:00,Mar,Wednesday,62
07/03/2018,12:25:00,Mar,Wednesday,62
08/03/2018,08:05:00,Mar,Thursday,62
08/03/2018,14:25:00,Mar,Thursday,62
08/03/2018,16:59:00,Mar,Thursday,62
09/03/2018,12:55:00,Mar,Friday,62
09/03/2018,14:24:00,Mar,Friday,62
09/03/2018,17:25:00,Mar,Friday,62
10/03/2018,12:57:00,Mar,Saturday,62
11/03/2018,06:25:00,Mar,Sunday,63
11/03/2018,16:59:00,Mar,Sunday,63
11/03/2018,18:58:00,Mar,Sunday,63
12/03/2018,06:55:00,Mar,Monday,63
12/03/2018,07:50:00,Mar,Monday,63
12/03/2018,12:30:00,Mar,Monday,63
14/03/2018,04:00:00,Mar,Wednesday,63
15/03/2018,08:10:00,Mar,Thursday,63
15/03/2018,16:45:00,Mar,Thursday,63
16/03/2018,10:59:00,Mar,Friday,63
16/03/2018,11:40:00,Mar,Friday,63
17/03/2018,00:00:00,Mar,Saturday,63
17/03/2018,10:24:00,Mar,Saturday,63
17/03/2018,13:10:00,Mar,Saturday,63
18/03/2018,11:29:00,Mar,Sunday,64
19/03/2018,07:15:00,Mar,Monday,64
21/03/2018,06:15:00,Mar,Wednesday,64
21/03/2018,10:30:00,Mar,Wednesday,64
22/03/2018,20:15:00,Mar,Thursday,64
23/03/2018,06:25:00,Mar,Friday,64
23/03/2018,12:05:00,Mar,Friday,64
23/03/2018,14:30:00,Mar,Friday,64
23/03/2018,18:30:00,Mar,Friday,64
24/03/2018,11:50:00,Mar,Saturday,64
24/03/2018,16:50:00,Mar,Saturday,64
25/03/2018,09:40:00,Mar,Sunday,65
26/03/2018,00:00:00,Mar,Monday,65
26/03/2018,05:59:00,Mar,Monday,65
26/03/2018,09:00:00,Mar,Monday,65
27/03/2018,10:10:00,Mar,Tuesday,65
27/03/2018,15:20:00,Mar,Tuesday,65
29/03/2018,05:25:00,Mar,Thursday,65
29/03/2018,06:10:00,Mar,Thursday,65
29/03/2018,14:05:00,Mar,Thursday,65
29/03/2018,14:45:00,Mar,Thursday,65
31/03/2018,00:00:00,Mar,Saturday,65
04/04/2018,06:25:00,Apr,Wednesday,65
04/04/2018,13:55:00,Apr,Wednesday,65
05/04/2018,06:05:00,Apr,Thursday,65
05/04/2018,06:45:00,Apr,Thursday,65
06/04/2018,01:25:00,Apr,Friday,65
06/04/2018,14:15:00,Apr,Friday,65
07/04/2018,18:00:00,Apr,Saturday,65
08/04/2018,20:40:00,Apr,Sunday,66
09/04/2018,14:10:00,Apr,Monday,66
09/04/2018,14:55:00,Apr,Monday,66
10/04/2018,14:15:00,Apr,Tuesday,66
11/04/2018,10:00:00,Apr,Wednesday,66
11/04/2018,12:55:00,Apr,Wednesday,66
12/04/2018,13:30:00,Apr,Thursday,66
14/04/2018,17:16:00,Apr,Saturday,66
15/04/2018,00:05:00,Apr,Sunday,67
15/04/2018,15:30:00,Apr,Sunday,67
16/04/2018,11:11:00,Apr,Monday,67
16/04/2018,15:15:00,Apr,Monday,67
17/04/2018,09:55:00,Apr,Tuesday,67
17/04/2018,12:04:00,Apr,Tuesday,67
17/04/2018,13:25:00,Apr,Tuesday,67
17/04/2018,15:55:00,Apr,Tuesday,67
18/04/2018,09:15:00,Apr,Wednesday,67
18/04/2018,10:00:00,Apr,Wednesday,67
18/04/2018,10:55:00,Apr,Wednesday,67
